STATION_NAME,DATE,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYRelativeHumidity,NORMALIZED_TEMPERATURE
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-07-31 13:47,100,69,18,94.42
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-01 06:54,75,63,50,69.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-01 07:45,77,65,51,70.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-01 08:46,82,65,40,75.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-01 09:50,90,68,31,83.18
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-01 10:48,93,69,28,86.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-01 11:49,97,70,25,90.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-01 12:50,100,70,21,93.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-01 13:52,100,70,21,93.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-01 14:50,100,70,21,93.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-01 15:50,99,69,21,92.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-02 06:51,75,64,54,69.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-02 07:51,77,66,54,71.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-02 08:46,81,68,51,74.37
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-02 09:47,84,68,43,77.12
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-02 10:48,86,68,38,79.16
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-02 12:52,77,69,65,71.8
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-03 12:50,86,68,38,79.16
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-03 13:50,90,68,31,83.18
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-03 14:47,88,67,33,81.07
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-03 15:50,82,70,55,75.4
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-03 16:50,70,66,83,66.68
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-03 17:23,68,65,88,65.36
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-03 17:50,66,65,94,65.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-03 18:50,68,65,88,65.36
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-03 19:50,68,67,94,67.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-04 05:50,70,67,88,67.36
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-04 06:50,72,68,83,68.68
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-04 07:50,73,68,78,69.1
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-04 08:50,75,69,74,70.56
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-04 09:50,77,69,65,71.8
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-04 10:50,82,69,48,75.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-04 11:50,82,66,42,75.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-04 12:50,84,67,40,77.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-05 05:52,63,57,68,58.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-05 06:50,66,59,64,61.519999999999996
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-05 07:50,70,59,50,64.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-05 08:50,75,60,39,69.15
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-05 09:50,81,61,30,75.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-05 10:50,84,58,16,79.84
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-05 11:50,86,59,15,81.95
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-05 12:58,90,59,13,85.97
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-05 13:50,90,61,15,85.65
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-05 14:50,91,63,17,86.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-05 15:50,91,62,16,86.36
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-05 16:50,88,60,17,83.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-05 17:50,84,59,19,79.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-05 18:50,79,60,30,73.3
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-07 14:49,86,64,27,80.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-07 15:53,86,64,27,80.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-07 16:48,86,64,27,80.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-07 17:48,81,64,37,74.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-07 18:48,77,64,47,70.89
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-08 06:54,63,59,83,59.68
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-08 07:45,64,60,78,60.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-08 08:46,66,62,78,62.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-08 09:47,72,63,61,66.51
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-08 10:48,72,63,61,66.51
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-08 11:49,82,65,40,75.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-08 12:50,86,67,35,79.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-08 13:47,90,67,27,83.78999999999999
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-08 14:50,91,66,24,85.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-08 15:48,91,67,26,84.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-08 16:50,88,67,31,81.49
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-08 17:50,82,66,42,75.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-08 18:50,75,64,54,69.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-08 19:50,73,64,61,67.51
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-09 06:54,64,61,83,61.51
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-09 07:54,68,63,73,64.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-09 09:52,79,65,48,72.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-09 10:48,82,65,40,75.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-09 11:50,88,68,35,81.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-09 12:54,90,67,29,83.33
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-09 13:51,93,68,24,87.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-09 14:47,93,67,23,87.02
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-09 15:52,91,68,28,84.56
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-09 16:47,88,68,35,81.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-09 17:50,82,67,45,75.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-09 18:50,77,63,44,70.84
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-09 19:47,73,64,61,67.51
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-10 06:54,66,62,78,62.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-10 08:46,75,64,54,69.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-10 09:52,84,66,35,77.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-10 10:48,86,68,38,79.16
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-10 11:50,91,66,24,85.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-10 12:50,93,65,20,87.4
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-10 13:47,95,67,22,88.84
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-10 16:50,90,64,22,84.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-10 17:50,88,63,24,82.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-10 18:50,84,65,33,77.73
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-10 19:50,81,65,39,74.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-11 05:50,68,63,73,64.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-11 06:50,72,63,61,66.51
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-11 07:50,73,63,57,67.3
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-11 08:50,75,64,54,69.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-11 09:50,82,65,40,75.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-11 11:50,93,64,17,88.07
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-11 12:50,95,65,18,89.6
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-11 13:47,95,66,20,89.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-11 14:52,93,65,20,87.4
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-11 15:50,93,67,23,87.02
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-11 17:47,88,67,31,81.49
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-11 19:50,79,65,48,72.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-12 05:52,68,63,73,64.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-12 06:50,70,63,69,65.17
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-12 07:50,75,64,54,69.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-12 08:50,77,65,51,70.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-12 09:50,82,63,32,75.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-12 10:50,86,65,31,79.49
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-12 11:59,90,67,29,83.33
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-12 12:47,91,66,24,85.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-12 13:50,93,67,23,87.02
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-12 14:50,93,68,26,86.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-12 15:50,91,68,30,84.1
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-12 16:50,88,67,33,81.07
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-12 17:50,82,65,40,75.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-12 18:50,77,64,47,70.89
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-13 06:54,66,62,78,62.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-13 08:46,73,64,61,67.51
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-13 09:50,79,65,48,72.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-13 10:58,82,66,42,75.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-13 11:53,88,68,35,81.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-13 12:48,90,68,31,83.18
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-13 13:50,91,68,28,84.56
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-13 14:50,91,67,26,84.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-13 15:50,93,68,26,86.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-13 16:50,91,68,28,84.56
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-13 17:50,86,67,35,79.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-13 18:50,81,66,45,74.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-14 05:50,64,59,73,60.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-14 06:50,66,61,73,62.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-14 07:50,72,63,61,66.51
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-14 08:50,77,64,47,70.89
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-14 09:50,84,64,31,77.8
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-14 10:50,88,65,27,81.78999999999999
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-14 11:50,91,64,21,85.33
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-14 12:47,86,63,25,80.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-14 13:51,95,66,19,89.49
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-14 14:45,95,66,20,89.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-14 15:48,95,66,19,89.49
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-14 16:45,91,64,20,85.6
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-14 17:51,86,64,27,80.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-14 18:48,86,63,25,80.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-15 06:54,72,58,41,66.26
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-15 07:45,75,58,34,69.22
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-15 08:46,82,59,23,76.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-15 09:47,86,62,24,80.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-15 10:48,91,62,16,86.36
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-15 11:49,93,65,20,87.4
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-15 13:49,97,67,19,91.3
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-15 14:50,97,68,20,91.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-15 15:47,95,67,22,88.84
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-15 16:47,95,69,25,88.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-15 17:50,90,67,27,83.78999999999999
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-15 19:50,82,65,37,75.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-16 06:54,73,58,38,67.3
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-16 07:51,79,61,34,72.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-16 08:46,84,62,27,78.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-16 09:53,88,64,25,82.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-16 10:48,91,65,23,85.02
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-16 11:48,93,66,21,87.33
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-16 12:48,95,67,20,89.4
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-16 13:46,97,66,18,91.42
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-16 14:48,97,66,18,91.42
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-16 15:47,99,67,17,93.56
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-16 16:50,95,66,19,89.49
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-16 17:50,90,64,21,84.54
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-16 18:48,86,62,24,80.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-16 19:47,82,59,21,77.17
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-17 06:45,73,59,41,67.26
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-17 07:45,77,58,30,71.3
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-17 08:46,82,61,26,76.54
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-17 09:47,88,62,21,82.54
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-17 11:50,93,63,16,88.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-17 12:50,95,64,15,90.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-17 13:50,97,65,14,92.52
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-17 14:50,99,67,16,93.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-17 15:47,97,65,16,91.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-17 16:50,95,65,18,89.6
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-17 17:50,91,65,23,85.02
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-17 18:50,84,65,33,77.73
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-17 19:50,82,63,32,75.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-18 05:50,68,60,60,63.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-18 06:50,72,61,53,66.17
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-18 07:50,77,62,42,70.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-18 08:50,84,66,35,77.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-18 09:50,90,68,31,83.18
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-18 10:50,93,70,30,86.1
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-18 11:50,95,69,25,88.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-18 12:50,99,67,17,93.56
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-18 13:47,99,68,18,93.42
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-18 16:47,90,65,24,84.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-18 18:52,81,62,32,74.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-18 19:50,77,61,39,70.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-19 15:50,84,65,33,77.73
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-19 16:50,79,64,45,72.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-19 17:50,77,65,51,70.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-19 18:50,73,63,57,67.3
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-19 19:50,70,62,64,64.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-20 06:54,64,60,78,60.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-20 07:45,64,60,78,60.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-20 08:46,68,61,69,63.17
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-20 09:50,75,63,50,69.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-20 10:57,79,61,34,72.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-20 11:49,81,62,32,74.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-20 12:49,79,60,32,72.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-20 13:50,72,64,65,66.8
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-20 14:50,72,64,65,66.8
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-20 15:50,72,65,69,67.17
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-20 16:50,72,62,57,66.3
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-20 17:50,72,64,65,66.8
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-21 05:50,63,59,83,59.68
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-21 07:50,68,63,73,64.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-21 08:50,72,64,65,66.8
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-21 09:50,75,65,57,69.3
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-21 10:50,79,65,48,72.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-21 11:50,82,65,40,75.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-21 12:50,86,67,35,79.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-21 14:00,90,66,26,83.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-21 15:45,90,67,27,83.78999999999999
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-21 16:48,88,67,33,81.07
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-21 17:51,82,66,42,75.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-21 18:45,77,65,51,70.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-21 19:48,75,64,54,69.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-22 05:53,66,61,73,62.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-22 06:45,68,63,73,64.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-22 07:51,72,64,65,66.8
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-22 08:46,77,66,54,71.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-22 09:47,81,66,45,74.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-22 10:48,84,66,37,77.34
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-22 11:49,86,67,35,79.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-22 12:48,90,68,31,83.18
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-22 13:49,90,68,31,83.18
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-22 14:50,90,68,31,83.18
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-22 15:52,88,67,31,81.49
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-22 17:50,82,61,26,76.54
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-22 18:50,79,60,32,72.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-22 19:47,75,60,39,69.15
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-23 05:50,61,53,59,56.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-23 06:50,66,56,52,60.8
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-23 07:50,68,59,56,62.96
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-23 08:50,73,59,41,67.26
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-23 09:50,81,58,23,75.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-23 12:47,88,59,13,84.23
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-23 13:48,88,60,17,83.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-23 14:47,90,61,16,85.36
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-23 16:47,86,62,22,80.72
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-23 18:50,77,59,32,71.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-23 19:50,73,54,27,67.87
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-24 05:52,59,51,55,54.6
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-24 06:52,63,58,73,59.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-24 08:50,68,61,69,63.17
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-24 09:50,75,61,44,68.84
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-24 10:50,81,61,30,75.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-24 11:50,84,59,19,79.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-24 14:50,90,62,18,84.96
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-24 15:48,90,62,17,85.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-24 16:50,86,62,24,80.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-24 17:50,82,59,23,76.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-24 18:50,77,59,34,70.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-24 19:50,75,60,39,69.15
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-25 05:50,63,55,59,58.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-25 06:50,64,57,64,59.519999999999996
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-25 07:50,70,61,57,64.87
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-25 08:50,73,60,44,67.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-25 09:50,79,61,34,72.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-25 10:50,81,61,28,75.4
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-25 11:50,82,62,30,76.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-25 12:47,84,62,27,78.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-25 13:47,86,62,24,80.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-25 14:47,86,63,25,80.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-25 16:48,84,63,29,77.91
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-25 19:47,77,59,32,71.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-26 05:52,66,57,56,60.96
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-26 06:52,68,60,60,63.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-26 07:47,72,61,53,66.17
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-26 08:50,77,64,47,70.89
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2014-08-26 09:50,82,65,37,75.71
