STATION_NAME,DATE,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYRelativeHumidity,NORMALIZED_TEMPERATURE
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-03 16:51,102,65,11,97.93
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-03 17:47,99,65,14,94.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-03 18:47,93,62,14,88.66
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-03 19:46,90,62,18,84.96
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-04 05:50,68,58,53,62.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-04 06:47,77,60,34,71.22
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-04 08:52,91,62,16,86.36
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-04 09:50,95,63,13,90.84
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-04 10:49,100,64,10,96.4
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-04 11:50,102,64,9,98.58
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-04 12:47,102,68,14,97.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-04 13:47,102,65,10,98.3
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-04 14:47,100,64,10,96.4
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-04 15:47,100,64,10,96.4
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-04 16:50,99,64,12,94.8
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-04 17:50,95,65,16,90.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-04 18:48,90,64,22,84.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-04 19:48,82,63,32,75.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-05 05:50,66,56,52,60.8
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-05 06:48,72,58,44,65.84
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-05 07:48,77,61,39,70.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-05 08:47,82,62,30,76.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-05 11:47,93,65,19,87.68
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-05 14:50,93,63,16,88.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-05 15:50,91,64,20,85.6
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-05 17:50,84,63,29,77.91
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-05 18:50,81,63,34,74.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-06 06:46,63,58,73,59.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-06 07:45,66,60,68,61.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-06 09:48,75,62,47,68.89
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-06 10:50,81,62,32,74.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-06 11:47,84,63,29,77.91
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-06 12:50,84,63,29,77.91
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-06 13:50,86,63,25,80.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-06 14:50,86,64,27,80.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-06 15:48,86,63,25,80.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-06 16:50,86,63,25,80.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-06 17:50,84,63,29,77.91
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-06 18:50,77,62,42,70.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-06 19:50,72,61,53,66.17
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-07 06:00,61,57,77,57.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-07 08:46,70,61,57,64.87
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-07 09:50,75,62,47,68.89
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-07 10:47,77,63,44,70.84
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-07 11:47,82,64,35,75.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-07 12:50,84,68,43,77.12
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-07 13:50,88,65,27,81.78999999999999
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-07 14:49,90,66,26,83.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-07 15:49,90,66,26,83.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-07 16:50,88,66,29,81.62
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-07 17:50,81,65,39,74.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-07 18:50,77,63,44,70.84
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-07 19:50,73,62,53,67.17
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-08 06:00,63,61,88,61.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-08 07:45,70,61,57,64.87
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-08 08:50,75,63,50,69.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-08 09:50,81,65,42,74.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-08 10:50,84,66,35,77.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-08 11:49,88,67,31,81.49
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-08 13:50,91,68,28,84.56
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-08 14:50,93,68,26,86.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-08 15:50,93,69,28,86.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-08 16:48,91,68,28,84.56
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-08 18:50,81,65,42,74.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-08 19:48,75,64,54,69.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-09 05:50,64,60,78,60.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-09 06:50,66,61,73,62.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-09 07:50,68,61,69,63.17
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-09 08:50,72,63,61,66.51
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-09 09:47,77,65,51,70.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-09 10:50,81,66,45,74.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-09 11:50,84,66,37,77.34
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-09 12:50,88,67,33,81.07
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-09 13:48,90,68,31,83.18
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-09 14:49,90,70,36,82.8
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-09 15:51,84,66,37,77.34
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-09 16:47,82,65,40,75.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-09 17:48,81,66,45,74.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-09 18:50,77,65,51,70.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-09 19:47,73,63,57,67.3
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-10 06:45,64,58,68,59.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-10 07:45,68,64,78,64.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-10 09:50,79,65,48,72.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-10 10:50,84,66,37,77.34
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-10 11:47,86,66,33,79.4
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-10 12:55,90,67,29,83.33
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-10 13:50,90,67,27,83.78999999999999
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-10 14:47,91,66,24,85.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-10 15:50,91,66,24,85.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-10 16:46,91,66,24,85.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-10 17:48,86,65,31,79.49
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-10 18:50,81,65,39,74.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-10 19:49,73,62,53,67.17
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-11 05:50,63,58,77,59.15
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-11 06:47,64,59,73,60.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-11 07:50,64,59,73,60.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-11 08:50,64,59,73,60.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-11 09:50,66,60,68,61.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-11 10:48,68,60,64,62.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-11 11:50,68,60,64,62.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-11 12:50,68,60,64,62.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-11 13:50,72,62,57,66.3
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-11 14:50,72,62,57,66.3
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-11 15:47,70,62,64,64.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-11 16:50,70,62,64,64.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-11 17:48,68,61,69,63.17
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-11 18:47,66,60,68,61.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-11 19:48,64,59,73,60.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-12 05:50,63,58,73,59.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-12 06:50,64,58,68,59.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-12 08:50,66,58,60,61.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-12 09:55,72,59,47,65.89
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-12 10:47,72,59,47,65.89
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-12 12:50,77,61,39,70.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-12 13:50,77,61,39,70.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-12 14:50,79,62,37,72.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-12 15:47,77,61,39,70.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-12 16:50,77,61,39,70.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-12 17:50,75,62,44,69.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-13 05:47,61,57,77,57.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-13 06:50,63,58,73,59.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-13 07:49,63,58,73,59.35
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-13 08:48,64,57,64,59.519999999999996
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-13 09:47,64,57,64,59.519999999999996
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-13 10:50,66,57,56,60.96
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-13 11:50,70,59,50,64.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-13 12:55,73,60,44,67.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-13 14:48,79,62,37,72.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-13 15:50,79,62,37,72.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-13 16:50,79,62,37,72.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-13 17:50,75,62,44,69.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-13 18:50,72,61,53,66.17
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-13 19:50,66,59,64,61.519999999999996
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-14 07:55,64,58,68,59.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-14 08:49,68,60,60,63.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-14 09:55,73,62,50,67.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-14 10:50,75,62,47,68.89
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-14 11:50,77,62,42,70.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-14 12:47,81,64,37,74.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-14 13:48,82,64,35,75.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-14 14:55,82,64,35,75.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-14 15:50,82,64,35,75.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-14 16:50,81,63,34,74.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-14 17:50,77,62,42,70.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-14 19:50,70,61,60,64.6
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-15 05:50,63,58,77,59.15
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-15 06:50,63,58,77,59.15
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-15 07:50,63,58,77,59.15
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-15 08:50,64,58,68,59.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-15 09:50,68,60,60,63.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-15 10:50,72,59,47,65.89
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-15 11:50,75,61,41,69.26
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-15 12:50,77,61,39,70.76
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-15 13:50,81,63,34,74.88
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-15 14:50,81,62,32,74.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-15 16:50,82,61,28,76.12
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-15 17:50,75,58,34,69.22
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-15 18:50,72,58,44,65.84
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-15 19:47,68,58,53,62.7
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 05:54,59,54,69,55.55
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 06:15,61,55,68,56.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 06:23,61,55,69,56.86
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 06:50,63,56,64,58.519999999999996
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 07:50,64,56,60,59.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 08:25,68,59,56,62.96
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 08:50,70,59,50,64.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 09:05,72,59,47,65.89
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 09:25,72,59,44,66.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 09:50,73,59,41,67.26
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 10:05,73,59,41,67.26
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 10:25,75,60,39,69.15
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 10:45,77,60,34,71.22
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 11:05,79,60,30,73.3
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 11:25,79,60,32,72.92
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 11:50,81,61,30,75.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 12:05,81,59,24,75.72
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 12:21,81,59,25,75.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 12:25,81,59,25,75.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 12:50,84,60,22,78.72
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 13:04,83,61,24,77.72
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 13:24,85,61,23,79.48
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 13:50,84,62,25,78.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 14:04,86,62,24,80.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 14:24,85,62,24,79.48
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 14:50,86,62,22,80.72
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 15:04,86,61,21,80.75
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 15:24,86,61,20,81.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 15:44,85,61,22,79.72
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 16:04,85,61,21,79.96
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 16:24,85,61,22,79.72
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 16:50,84,61,23,78.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 17:04,84,61,23,78.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 17:24,83,60,24,77.48
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 17:49,82,60,25,76.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 18:05,82,60,26,76.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 18:24,80,60,28,74.4
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 18:48,77,60,34,71.22
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 19:04,77,60,33,71.39
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 19:24,76,59,34,70.22
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 19:50,75,59,36,69.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 20:04,74,58,36,68.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 20:25,74,58,37,68.08
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 20:44,73,58,38,67.3
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 21:04,72,58,42,66.12
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 21:25,72,58,41,66.26
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 21:44,71,58,42,65.54
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 22:04,69,56,44,63.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 22:25,68,56,45,62.6
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 22:44,68,56,45,62.6
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 23:04,68,56,45,62.6
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 23:25,68,56,46,62.48
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-16 23:44,68,56,46,62.48
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 00:04,67,56,46,61.94
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 00:25,66,55,48,60.72
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 00:44,64,54,49,59.1
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 01:04,65,54,50,59.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 01:24,65,55,50,60.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 01:44,65,55,51,59.9
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 02:04,63,54,56,57.96
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 02:24,60,52,58,55.36
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 02:44,62,54,57,57.44
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 03:04,60,53,62,55.66
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 03:24,61,54,59,56.87
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 03:44,60,53,61,55.730000000000004
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 04:04,61,54,60,56.8
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 04:24,60,53,63,55.59
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 04:44,61,53,58,56.36
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 05:04,60,52,57,55.44
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 05:24,59,52,61,54.730000000000004
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 05:50,64,54,49,59.1
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 06:04,65,54,49,59.61
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 06:24,66,54,45,60.6
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 06:50,68,55,40,62.8
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 07:04,70,55,37,64.45
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 07:25,72,56,36,66.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 07:50,75,57,29,69.78
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 08:04,76,58,30,70.6
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 08:24,78,58,27,72.6
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 08:50,81,59,24,75.72
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 09:04,82,59,23,76.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 09:24,83,59,20,78.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 09:47,84,59,19,79.25
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 10:04,86,60,19,81.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 10:24,87,61,18,82.32
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 10:50,88,60,17,83.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 11:04,89,61,17,84.24
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 11:24,89,61,16,84.52
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 11:47,91,61,15,86.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 12:04,90,61,16,85.36
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 12:24,91,61,15,86.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 12:46,93,62,14,88.66
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 13:04,93,62,14,88.66
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 13:25,94,62,14,89.52
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 13:50,93,62,14,88.66
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 14:05,94,62,13,89.84
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 14:24,94,63,14,89.66
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 14:47,93,62,14,88.66
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 15:05,94,63,14,89.66
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 15:24,94,62,13,89.84
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 15:44,96,63,13,91.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 16:04,94,63,14,89.66
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 16:24,94,63,14,89.66
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 16:50,93,63,15,88.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 17:05,93,63,16,88.2
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 17:24,92,63,17,87.07
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 17:50,90,62,18,84.96
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 18:04,89,62,19,83.87
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 18:24,88,62,19,83.06
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 18:50,86,61,20,81.0
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 19:04,85,60,22,79.5
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 19:24,83,60,23,77.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 19:46,82,59,23,76.71
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 20:04,81,59,26,75.28
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 20:25,80,59,26,74.54
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 20:44,79,59,27,73.6
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 21:04,78,58,28,72.4
SAN BERNARDINO INTERNATIONAL AIRPORT CA US,2016-06-17 21:25,77,58,29,71.49
